driver_id,vendor_id,date,online,offline,createdAt
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,04:46:32.200Z,,2017-12-15T04:46:32.201Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,06:15:43.499Z,,2017-12-15T06:15:43.502Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,07:30:45.929Z,,2017-12-15T07:30:45.930Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,07:42:46.900Z,,2017-12-15T07:42:46.900Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,08:31:23.729Z,,2017-12-15T08:31:23.730Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,09:39:29.774Z,,2017-12-15T09:39:29.777Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,09:51:39.695Z,,2017-12-15T09:51:39.696Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,10:59:01.561Z,,2017-12-15T10:59:01.563Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,11:00:00.043Z,,2017-12-15T11:00:00.044Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,11:15:12.827Z,,2017-12-15T11:15:12.827Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,11:16:23.964Z,,2017-12-15T11:16:23.964Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,11:16:27.021Z,,2017-12-15T11:16:27.022Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,11:16:52.090Z,,2017-12-15T11:16:52.090Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,11:21:37.590Z,,2017-12-15T11:21:37.590Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,12:45:08.734Z,,2017-12-15T12:45:08.734Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,13:33:20.140Z,,2017-12-15T13:33:20.140Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,14:02:58.287Z,,2017-12-15T14:02:58.287Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,14:03:03.595Z,,2017-12-15T14:03:03.595Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-15,14:21:27.275Z,,2017-12-15T14:21:27.276Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,01:20:51.016Z,,2017-12-16T01:20:51.017Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,01:29:06.298Z,,2017-12-16T01:29:06.298Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,01:29:18.594Z,,2017-12-16T01:29:18.594Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,01:29:24.126Z,,2017-12-16T01:29:24.127Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,01:29:33.746Z,,2017-12-16T01:29:33.746Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,01:30:13.826Z,,2017-12-16T01:30:13.826Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,01:34:50.424Z,,2017-12-16T01:34:50.424Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,04:49:36.954Z,,2017-12-16T04:49:36.955Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,05:01:43.901Z,,2017-12-16T05:01:43.902Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,05:42:04.708Z,,2017-12-16T05:42:04.708Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,08:37:11.611Z,,2017-12-16T08:37:11.611Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,08:37:13.827Z,,2017-12-16T08:37:13.827Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,08:38:39.665Z,,2017-12-16T08:38:39.665Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,09:21:00.032Z,,2017-12-16T09:21:00.034Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,09:21:10.327Z,,2017-12-16T09:21:10.327Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,09:22:15.738Z,,2017-12-16T09:22:15.738Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,09:55:51.709Z,,2017-12-16T09:55:51.710Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,10:16:46.982Z,,2017-12-16T10:16:46.983Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,11:19:40.547Z,,2017-12-16T11:19:40.548Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,11:19:45.020Z,,2017-12-16T11:19:45.020Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,11:39:34.313Z,,2017-12-16T11:39:34.314Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-16,13:40:44.901Z,,2017-12-16T13:40:44.903Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,00:35:08.594Z,,2017-12-17T00:35:08.595Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,02:46:52.661Z,,2017-12-17T02:46:52.662Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,02:48:01.577Z,,2017-12-17T02:48:01.577Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,04:13:05.467Z,,2017-12-17T04:13:05.467Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,05:29:43.024Z,,2017-12-17T05:29:43.025Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,05:41:18.156Z,,2017-12-17T05:41:18.157Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,06:01:12.022Z,,2017-12-17T06:01:12.022Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,06:23:02.370Z,,2017-12-17T06:23:02.370Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,06:23:14.233Z,,2017-12-17T06:23:14.233Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,06:50:11.472Z,,2017-12-17T06:50:11.472Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,07:13:59.034Z,,2017-12-17T07:13:59.034Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,07:39:59.199Z,,2017-12-17T07:39:59.199Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,07:47:32.161Z,,2017-12-17T07:47:32.161Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,08:44:10.433Z,,2017-12-17T08:44:10.434Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,08:44:15.072Z,,2017-12-17T08:44:15.072Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,09:33:22.536Z,,2017-12-17T09:33:22.536Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,09:49:55.450Z,,2017-12-17T09:49:55.452Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,10:31:50.796Z,,2017-12-17T10:31:50.797Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,10:50:39.278Z,,2017-12-17T10:50:39.279Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,10:53:00.165Z,,2017-12-17T10:53:00.165Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,11:18:57.423Z,,2017-12-17T11:18:57.424Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,12:09:12.688Z,,2017-12-17T12:09:12.688Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,12:14:00.211Z,,2017-12-17T12:14:00.211Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,12:15:07.447Z,,2017-12-17T12:15:07.447Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,12:18:29.270Z,,2017-12-17T12:18:29.271Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,12:39:12.060Z,,2017-12-17T12:39:12.061Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,12:42:29.227Z,,2017-12-17T12:42:29.227Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-17,12:47:44.535Z,,2017-12-17T12:47:44.535Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,02:49:07.473Z,,2017-12-18T02:49:07.473Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,04:44:34.353Z,,2017-12-18T04:44:34.353Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,05:33:03.045Z,,2017-12-18T05:33:03.046Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,05:49:00.122Z,,2017-12-18T05:49:00.122Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,06:50:35.739Z,,2017-12-18T06:50:35.739Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,07:59:39.576Z,,2017-12-18T07:59:39.578Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,08:42:33.677Z,,2017-12-18T08:42:33.678Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,08:50:20.688Z,,2017-12-18T08:50:20.690Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,08:50:40.855Z,,2017-12-18T08:50:40.856Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,08:51:12.760Z,,2017-12-18T08:51:12.761Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,08:51:13.781Z,,2017-12-18T08:51:13.781Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,08:51:17.059Z,,2017-12-18T08:51:17.059Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,09:16:35.225Z,,2017-12-18T09:16:35.225Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,09:17:50.446Z,,2017-12-18T09:17:50.448Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,09:19:32.014Z,,2017-12-18T09:19:32.015Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,09:41:35.031Z,,2017-12-18T09:41:35.031Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,10:22:46.903Z,,2017-12-18T10:22:46.905Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,10:24:52.827Z,,2017-12-18T10:24:52.827Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,10:24:53.323Z,,2017-12-18T10:24:53.324Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,11:25:15.251Z,,2017-12-18T11:25:15.251Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,11:58:37.936Z,,2017-12-18T11:58:37.936Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,12:00:48.597Z,,2017-12-18T12:00:48.597Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,12:18:31.460Z,,2017-12-18T12:18:31.461Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,12:18:46.379Z,,2017-12-18T12:18:46.379Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,12:19:20.516Z,,2017-12-18T12:19:20.518Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,12:21:41.336Z,,2017-12-18T12:21:41.338Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,12:36:41.347Z,,2017-12-18T12:36:41.348Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,13:14:56.128Z,,2017-12-18T13:14:56.129Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,15:36:17.170Z,,2017-12-18T15:36:17.172Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,23:19:07.763Z,,2017-12-18T23:19:07.763Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-18,23:19:33.240Z,,2017-12-18T23:19:33.240Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-19,01:16:39.810Z,,2017-12-19T01:16:39.810Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-19,02:07:43.833Z,,2017-12-19T02:07:43.833Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-19,02:21:27.215Z,,2017-12-19T02:21:27.215Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-19,03:48:02.171Z,,2017-12-19T03:48:02.171Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-19,03:48:04.414Z,,2017-12-19T03:48:04.415Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-19,05:11:12.891Z,,2017-12-19T05:11:12.891Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-19,05:19:06.145Z,,2017-12-19T05:19:06.145Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-19,05:19:08.399Z,,2017-12-19T05:19:08.399Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-19,05:22:01.813Z,,2017-12-19T05:22:01.814Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-19,05:22:04.098Z,,2017-12-19T05:22:04.098Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-19,05:22:06.361Z,,2017-12-19T05:22:06.361Z
5a2cd74cf8e3097a2fa16451,5810a31e53358eb35bae9d8d,2017-12-19,05:22:41.052Z,,2017-12-19T05:22:41.052Z
